Language,Idea / Ad Name,Category,Concept Brief,resolved_ad_id,resolved_competitor,seed_language,english_script_gdoc_url,language_script_gdoc_url,review_priority,review_notes,safety_verdict,status
Bengali,Shahrukh Khan Meme - Coaching class vs Supernova,Competitor Replication,Exact replication,898788299356495,mysivi,Hindi,https://docs.google.com/document/d/1ZhRK67OQWs-hLNT_GKzjy_hrdAcMiYugBgPUF4XNOro/edit?usp=drivesdk,https://docs.google.com/document/d/1ZfXL8xnsrobmUh6RWeLhe000DWePdgJdkWJoaa9bNzg/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Gujarati,Shahrukh Khan Meme - Coaching class vs Supernova,Competitor Replication,Exact replication,898788299356495,mysivi,Hindi,https://docs.google.com/document/d/1UVtWfzdD7WJyOKy0t0Fpjxb1624igrZL3zluRjLEsko/edit?usp=drivesdk,https://docs.google.com/document/d/1G6LmJws-HgpLhAaZpGpw8EK9Z8Rex_Cj9iUQoJp-qHc/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Bengali,Fish Market guy speaks English,Competitor Replication,Exact replication,1784873822495389,mysivi,Telugu,https://docs.google.com/document/d/1fnQSf3bhQXLsjYwAc_ooNS6RgcyC520Xk5iioYfa4Xw/edit?usp=drivesdk,https://docs.google.com/document/d/1Yo-qrvZOgeQekEhucUEaC8izJ73BJjWJIjI_gnAwOGg/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Gujarati,Return Back - Split Screen,Competitor Replication,Exact replication,1645285983333298,mysivi,Marathi,https://docs.google.com/document/d/16amnnfMPnSkPmMyq6mC5WsO8trDCDuN6tDe2HeWt974/edit?usp=drivesdk,https://docs.google.com/document/d/1P0Meu0JJH9Iq2nSKsdxE6KOj5KN1Aw6k3plm1EUNyC8/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Bengali,The best thing about 2026,Competitor Replication,Exact replication,1975915979948979,mysivi,Bengali,https://docs.google.com/document/d/1veyJMUdq8BGgH1cMZ0msnGY8a5SsajMs0GclLJw_Gq4/edit?usp=drivesdk,https://docs.google.com/document/d/1lnWMGccgyp2EeBO0mqiqwTor4ElakbRphrGc2a-efpY/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1),block,new
Marathi,Only 52000 Salary - MIL Insults,Competitor Replication,Exact replication,1265701665062256,mysivi,Marathi,https://docs.google.com/document/d/1guSIVv4P58s6Dz4GseP8YIQ19IeojhOksZYNud-xKKs/edit?usp=drivesdk,https://docs.google.com/document/d/1QdAqXyQQz-iuwtLU528HusbF8BcayvM7bVaX3v3YyBY/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Bengali,I don't even know grammar,Competitor Replication,Exact replication,1241566174149176,mysivi,Bengali,https://docs.google.com/document/d/14Sr8ZIRa7eZFp7nQWXrLqNymxWJNJZi9DKeC8ijZexM/edit?usp=drivesdk,https://docs.google.com/document/d/12NHb8hZ7SzBCOz7tw30s9IBtyQba-ScL0zCHDLY5FTs/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Marathi,What are you eating - 2D,Competitor Replication,Exact replication,1539756771201455,mysivi,Marathi,https://docs.google.com/document/d/1Gn5MmwxgYofuVK2_7oDz7AoGBfykWmjfr8xhhuFzqlo/edit?usp=drivesdk,https://docs.google.com/document/d/10fT0WZKQ4sTGH_izECjT22ltu4W3Yt2LueeYfaKydLU/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1); don't name/trash a competitor or 3rd-party platform (G2.1); price/UI overlay in the VISUAL — strip from production or confirm it's the source ad (G4.2); +1 more,block,new
Kannada,Wasting time scrolling through reels - Baby graduate,Competitor Replication,ditto replication of the script with a baby boy (1 year old) graduate on stage,1458602939352865,mysivi,Marathi,https://docs.google.com/document/d/1kSc0bG97vOk_hwDqXKhtzoElSwJj5MoxsS1MLUxmrhM/edit?usp=drivesdk,https://docs.google.com/document/d/1RHKubzYHvmeV70Z46JhLsvievxk4I8ScJmWB5EB10ts/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Malayalam,Robot ted talk - we need to speak English to learn English,Competitor Replication,,1682634462923678,mysivi,Tamil,https://docs.google.com/document/d/1O2oFOIy0RW3FJ0Zjn-JajhTNU-F3scnM6lFv2MnR1hc/edit?usp=drivesdk,https://docs.google.com/document/d/14Th2yTRaI3D2soe9JrYY6IKzYOz2y_ZqI8worTnZuz4/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1),block,new
Malayalam,Grandma speaking to Miss Nova,Competitor Replication,,2168403830564045,mysivi,Marathi,https://docs.google.com/document/d/1epkaH7oXZn_9r-y5-yT47j1ttyHT1ksjewijL7HaFsQ/edit?usp=drivesdk,https://docs.google.com/document/d/1St7Wxv5K-IWBoSKcHelKBaVzjshiEzREe7hfFeMt0TI/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Telugu,On paper - A for Apple B for Ball,Competitor Replication,,1701651697935230,mysivi,Hindi,https://docs.google.com/document/d/16m4uPibg1fPNM4NIY6fcA_at9z81t8Jyh4sr-34PVN4/edit?usp=drivesdk,https://docs.google.com/document/d/1-0Ko9UA_n2FUtOY-J8I4QjKH8bIuvxV5sm1UoG5XXfY/edit?usp=drivesdk,🔴 Priority review,"critique the behaviour, not the person's worth (G3.4); soften the progress claim with a hedge ('start to' / 'can') (G1.1); remove the job/income/visa/exam outcome promise (G1.2)",block,new
Telugu,Split screen Grammar correction with robot - I am oiling my hair,Competitor Replication,Ditto split screen ref,4364553960461634,mysivi,Tamil,https://docs.google.com/document/d/151A3XrLtbA_yQvlTkyNvZsEYWDDgrK_rkvZ3kUvKU14/edit?usp=drivesdk,https://docs.google.com/document/d/1auxxzDW1vXtr6dCZY1owumkH9cGATW-BY8820oL5pJI/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Telugu,Grammar correction with robot - I am oiling my hair,Competitor Replication,"We can do this as a robot and Human sitting together on the bed kinda format

visual similar to: Reel_W20_TL_AI_Grammar correction with robot_59 Sec_Inhouse_Disha_Mathinirai_Without subs

Maybe the robot giving the guy an oil massage",4364553960461634,mysivi,Tamil,https://docs.google.com/document/d/1EL2_n1EHUiF7XWtVULTZHoBfCCzoXpNTpzrh_-DKNqo/edit?usp=drivesdk,https://docs.google.com/document/d/13K17-IOriwaAdcZLPhF47yRoVckSVJbfuwHK8oUefA4/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Kannada,Grammar correction with robot - I am oiling my hair,Competitor Replication,"We can do this as a robot and Human sitting together on the bed kinda format

visual similar to: REEL_W20_KA_AI_Translation Practice with robot and human in the room_Competitor Replication_56 secs_Inhouse_Vidhat_Disha_Without subs_V1

Maybe the robot giving the guy an oil massage",4364553960461634,mysivi,Tamil,https://docs.google.com/document/d/1EL2_n1EHUiF7XWtVULTZHoBfCCzoXpNTpzrh_-DKNqo/edit?usp=drivesdk,https://docs.google.com/document/d/1twDmYE8JeAXtTeDsIKDPPEsnMFHH3CNdev-qWlwkPnQ/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Telugu,Grammar correction with Robot - Buring tongue,Competitor Replication,Ditto reference,24553583707571927,mysivi,Hindi,https://docs.google.com/document/d/16SIxTE6Ne_5pjaJo_Ex39FQm1vo1DcBvDUqTqPye5eA/edit?usp=drivesdk,https://docs.google.com/document/d/1steblA-Vf3ztLkP5ZZ8fs9vzWVk20IU8dKUgKGZOMoI/edit?usp=drivesdk,🟡 Review suggested,remove get-rich / health-cure framing (G4.4),flag,new
Telugu,Split Screen Grammar correction with Robot - Remove,Competitor Replication,"We can do this as a split screen as give in the reference.

Although whatever is being said in the MySivi ad isn't actually a valid correction.  So will change the script accordingly. (""remove is not a permanent task, it is just not suitable in the situation since it is more mechanical)",824655086830758,mysivi,Marathi,https://docs.google.com/document/d/1rhLhs4PcO4KejlsC1tGT07s9iC_KVxPOS_98qU1aPcU/edit?usp=drivesdk,https://docs.google.com/document/d/1xlTtr7FORI16Q7N-bf7JQXV5KAJpWfTq1b9YvSieRVE/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Telugu,Grammar correction with Robot - Remove,Competitor Replication,"We can do this as a robot and Human sitting together on the bed kinda format

visual similar to: Reel_W20_TL_AI_Grammar correction with robot_59 Sec_Inhouse_Disha_Mathinirai_Without subs

Although whatever is being said in the MySivi ad isn't actually a valid correction.  So will change the script accordingly. (""remove is not a permanent task, it is just not suitable in the situation since it is more mechanical)",824655086830758,mysivi,Marathi,https://docs.google.com/document/d/1xOER1LdDk-YUrLn3kBmGd2FxQ8ynpAibBIOkgCHGHR4/edit?usp=drivesdk,https://docs.google.com/document/d/1Q1BvPG8spnJs-qYtdAOWBGiURVLmViuoV_urljNVLMo/edit?usp=drivesdk,🔴 Priority review,price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Kannada,Ted talk with baby - the hesitation while speaking English,Competitor Replication,same script concept but with baby on stage,1581838189759945,mysivi,Tamil,https://docs.google.com/document/d/1cmobmIZJ4XMCiSiVJirG2dbd1bZiiye5QIe4TX-FkHw/edit?usp=drivesdk,https://docs.google.com/document/d/1rpIQ-fkMglqEUgjIXhnuyGCBuZ5AlLvPnNj9XFPLu_c/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Malayalam,Gmeet - Mother tongue comfort,Competitor Replication,"Similar to the ad. we keep it entirely in English. ""I can understand but i am more confortable speaking in English""",1063692802211225,mysivi,English,https://docs.google.com/document/d/1_U7dBBFxoX_YWws3A2knBLfPP9MNOUYKi9cU9LKe7yU/edit?usp=drivesdk,https://docs.google.com/document/d/1kgM84wVogqIRC8kOP3x0T3ZSrUmIRUb1E2yVbCovb28/edit?usp=drivesdk,🔴 Priority review,remove fake credential / authority claim (G1.3),block,new
Malayalam,WhatsApp Message with meme direct pitch,Competitor Replication,Ditto. It is a direct pitch. with memes,1592044018737354,mysivi,Tamil,https://docs.google.com/document/d/1z-TJtcR1iJsOOJtHUcdIZXfTbsCp7FMAUUXVaUqCILQ/edit?usp=drivesdk,https://docs.google.com/document/d/1y-ZlHJTdvzLFlBm-gKuBhrdBUk4vWrkfMshuGuyMheY/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Telugu,WhatsApp Message with meme direct pitch,Competitor Replication,Ditto. It is a direct pitch. with memes,1592044018737354,mysivi,Tamil,https://docs.google.com/document/d/1z-TJtcR1iJsOOJtHUcdIZXfTbsCp7FMAUUXVaUqCILQ/edit?usp=drivesdk,https://docs.google.com/document/d/1a6hk-6solLv3pber7SgpOQZRG68stM0V6zXHElJkQBQ/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Malayalam,Ted talk aimed at older people,Competitor Replication,"Ted talk similar to this - but majorly try to attract 40+ catagory (script will change accordingly)
Here's why",1725681045089794,mysivi,Malayalam,https://docs.google.com/document/d/1h6eZyTCIfSEUobxoexav2WADr98SY5a4WWKyYZ6JRb8/edit?usp=drivesdk,https://docs.google.com/document/d/19ltmamJGHcDMRuwkZBb9t4TYEioU0alWSyyQgWCrdEw/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Malayalam,Aiport English,Competitor Replication,Ditto ASMR style.,2433732887048975,mysivi,Malayalam,https://docs.google.com/document/d/1jhPCbSKfW_jGXb7UtOiCv8pEgKHtt3ZqkJDdYaQr1SU/edit?usp=drivesdk,https://docs.google.com/document/d/19kd2Yf8EdIudRL4VjGx-zOpX7XcodtttzJm2kvhqIxo/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Malayalam,Live app demo - why do 1 crore people learn spoken English here,Competitor Replication,same kinda raw live app demo - mother tongue emphasis,2528689397550560,mysivi,Tamil,https://docs.google.com/document/d/1oTscBACjQ-xVkdc36BSpiQqrffSSjFGHLC94cixEap4/edit?usp=drivesdk,https://docs.google.com/document/d/1A2Al0Cf5ulbzO1L6mm4cEYTn_fgc2gAgxRmer3g88WU/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Kannada,Live app demo - why do 1 crore people learn spoken English here,Competitor Replication,same kinda raw live app demo - mother tongue emphasis,2528689397550560,mysivi,Tamil,https://docs.google.com/document/d/1oTscBACjQ-xVkdc36BSpiQqrffSSjFGHLC94cixEap4/edit?usp=drivesdk,https://docs.google.com/document/d/1QIGdGJ8PP_4wIhm7aS8psHn9QawYXTF6KYeFlMh0B8E/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Telugu,Live app demo - why do 1 crore people learn spoken English here,Competitor Replication,same kinda raw live app demo - mother tongue emphasis,2528689397550560,mysivi,Tamil,https://docs.google.com/document/d/1oTscBACjQ-xVkdc36BSpiQqrffSSjFGHLC94cixEap4/edit?usp=drivesdk,https://docs.google.com/document/d/1vNsFXsy4QCEH_6dtEQp5FZExhJqtHJcHhN5Ek3XIorU/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1),block,new
Malayalam,On paper - importance of English ad,Competitor Replication,Ditto - On paper 2D kinda ad - coaching class emphasis,1314122850567353,mysivi,Malayalam,https://docs.google.com/document/d/1EEzbp0WV-wI5x_sL29tf6Ozh8IoYTS27hPNdug-EZCc/edit?usp=drivesdk,https://docs.google.com/document/d/10Oc3lt4K-bTDlTuE0tz0LxU1ykG025oHHF9X3ozWmrY/edit?usp=drivesdk,🔴 Priority review,"price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1); drop the absolute superlative ('best', 'only', '#1') (G1.4)",block,new
Kannada,Grammar correction with Robot - Driver anna - Go to home,Competitor Replication,Ditto split screen,810618368177111,mysivi,Tamil,https://docs.google.com/document/d/14PXhy6vTV9vjv_l4QZCw_xDArH6a4Vd3Vs74VzNOEDU/edit?usp=drivesdk,https://docs.google.com/document/d/1W-HsLUZJJkJ-RcJXW9Y9NqMh0J7EYwXdBxANYipW_Fs/edit?usp=drivesdk,🔴 Priority review,price/UI overlay in the VISUAL — strip from production or confirm it's the source ad (G4.2); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Kannada,Grammar correction with Robot in car - Driver anna - Go to home,Competitor Replication,"We can do this as a robot and Human sitting together on the bed kinda format

visual similar to: REEL_W20_KA_AI_Translation Practice with robot and human in the room_Competitor Replication_56 secs_Inhouse_Vidhat_Disha_Without subs_V1 

Maybe the robot sitting in the passenger seat",810618368177111,mysivi,Tamil,https://docs.google.com/document/d/14PXhy6vTV9vjv_l4QZCw_xDArH6a4Vd3Vs74VzNOEDU/edit?usp=drivesdk,https://docs.google.com/document/d/1W-HsLUZJJkJ-RcJXW9Y9NqMh0J7EYwXdBxANYipW_Fs/edit?usp=drivesdk,🔴 Priority review,price/UI overlay in the VISUAL — strip from production or confirm it's the source ad (G4.2); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Malayalam,Grammar correction with Robot in car -Go to home,Competitor Replication,"We can do this as a robot and Human sitting together

visual similar to: Reel_W22_Malayalam _AI_Grammar correction with robot - on bed - Replication from Another Language_69sec_Without subs_inhouse_Female_Jerin_Disha

Maybe the robot sitting in the passenger seat",810618368177111,mysivi,Tamil,https://docs.google.com/document/d/14PXhy6vTV9vjv_l4QZCw_xDArH6a4Vd3Vs74VzNOEDU/edit?usp=drivesdk,https://docs.google.com/document/d/1IaULwQp8f8SC7ZS85xCsWaBmQfbGIA0q4cDWgryCpRM/edit?usp=drivesdk,🔴 Priority review,price/UI overlay in the VISUAL — strip from production or confirm it's the source ad (G4.2); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Kannada,2D family - mom speaking in English,Competitor Replication,Similar to 2D Mom and son - ditto replication,1667844751047305,mysivi,Kannada,https://docs.google.com/document/d/1caA6vQCqeGY4fgh3lUWkak514zqt_2C74CyywUXuKM0/edit?usp=drivesdk,https://docs.google.com/document/d/1-LAjMlDO4-fmltqA7gkCnOhTRFGBZZUv3pVFlBAQ3fQ/edit?usp=drivesdk,🔴 Priority review,price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Malayalam,2D family - mom speaking in English,Competitor Replication,Similar to 2D Mom and son - ditto replication,1667844751047305,mysivi,Kannada,https://docs.google.com/document/d/1g0hIuqaMavCCFmu6RIsP-KW7pq4Su9G9NMnKZRRoPuQ/edit?usp=drivesdk,https://docs.google.com/document/d/1GP6U0s1KBD7MnGv-8bEiHrRoPijKfeJnta-Cfuxlmws/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Telugu,2D family - mom speaking in English,Competitor Replication,Similar to 2D Mom and son - ditto replication,1667844751047305,mysivi,Kannada,https://docs.google.com/document/d/1caA6vQCqeGY4fgh3lUWkak514zqt_2C74CyywUXuKM0/edit?usp=drivesdk,https://docs.google.com/document/d/1u8z-p0qxqxHVSSEU-o-UP_FLD8LGQtWByVTSbHr7fFI/edit?usp=drivesdk,🔴 Priority review,price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Kannada,Human - AI video call,Competitor Replication,ditto replication,1974355020143862,mysivi,Kannada,https://docs.google.com/document/d/15Z9xIYag7hSswOkMdRDftcky2zo1dvabY1ro71W1We8/edit?usp=drivesdk,https://docs.google.com/document/d/1wKiTate95Lg_W9KyEoHPIJ1ou6p8gvTQnh0-KYCWOTM/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Kannada,On stage baby - you can't do anything in life,Competitor Replication,ditto with a child,4434299713468696,mysivi,Kannada,https://docs.google.com/document/d/16tXMfb76nKxA0PV09MsoOHb2x46j8yxikNxyrib_y7Q/edit?usp=drivesdk,https://docs.google.com/document/d/1LjZxYb4-4KozxI0nryCriM36sEYq9aaTPOuJzufupuQ/edit?usp=drivesdk,🔴 Priority review,price/UI overlay in the VISUAL — strip from production or confirm it's the source ad (G4.2),block,new
Kannada,Villager and doctor,Competitor Replication,ditto,4333182190269237,mysivi,Kannada,https://docs.google.com/document/d/1hexuy9NjLiWhajAEqq-Vk7enmWlqoBLusssLer6AN0g/edit?usp=drivesdk,https://docs.google.com/document/d/1ncAX4C19WG9h7NoT__eqh1FKRDrQ5jQj6Mhj810uqZk/edit?usp=drivesdk,🔴 Priority review,price/UI overlay in the VISUAL — strip from production or confirm it's the source ad (G4.2),block,new
Telugu,Grammar correction with robot - when do you sleep vertical split screen,Competitor Replication,ditto split screen,918571931129028,mysivi,Hindi,https://docs.google.com/document/d/1nzyXB4t7NR_8xH23qPSd309G5U3hS9BVBUakQJF6EP4/edit?usp=drivesdk,https://docs.google.com/document/d/1TXnX6TyaU8nb1iz3G8gdzKhRRk1QiPOwc3_jZkSMDFE/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Kannada,Grammar correction with robot - when do you sleep vertical split screen,Competitor Replication,ditto split screen,918571931129028,mysivi,Hindi,https://docs.google.com/document/d/1f8ugkZPFLqC04iY6jeLcrRGJ7CijEAa3VlL0cbkPqA4/edit?usp=drivesdk,https://docs.google.com/document/d/1XbjQTwJ1NuQDTq4XDoo3-looy9dX5GpJ4zLPfH3euFE/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Malayalam,Street Interview Kerala,Competitor Replication,Street interview type (can you improve your spoken English in 21 days). Have some old people also in it. And minor pitch variations,912237754769878,mysivi,Malayalam,https://docs.google.com/document/d/1t7Zx3LTFR7jectmHdu50uAZ_8SaRoJ8lhBdFTyKT17Y/edit?usp=drivesdk,https://docs.google.com/document/d/1siKQwpuw-CrXpX8qgsh920xyLnInLgxg_uzMUwLkHYU/edit?usp=drivesdk,✅ Already reviewed (prior round),,,pre-existing
Kannada,Robot-human conversation- scared to speak English,Competitor Replication,"ditto. We can maybe ditch the split screen and do, robot and person sitting on bed itself",1972865810107259,mysivi,Tamil,https://docs.google.com/document/d/1tx8IuCjQB0nVM6QLsxjjiS1A_gUxkZ82hcd0D3t_TOU/edit?usp=drivesdk,https://docs.google.com/document/d/1V3yWh5jnRPkS9VaD-rNhJbzota1u1M_CmRxEL5UBGvY/edit?usp=drivesdk,🔴 Priority review,price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1); use only the approved '1 crore+' proof point (G6.3),block,new
Malayalam,Robot-human conversation- scared to speak English,Competitor Replication,"ditto. We can maybe ditch the split screen and do, robot and person sitting on bed itself",1972865810107259,mysivi,Tamil,https://docs.google.com/document/d/1tx8IuCjQB0nVM6QLsxjjiS1A_gUxkZ82hcd0D3t_TOU/edit?usp=drivesdk,https://docs.google.com/document/d/1ZwB_eNBHjosIxpe9PTfyIA0b52a0-hxyvgGDedXAgh4/edit?usp=drivesdk,🔴 Priority review,price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1); use only the approved '1 crore+' proof point (G6.3),block,new
Malayalam,AI robot and human podcast V2,Competitor Replication,ditto. Human and AI in a podcast. with close ups,807034821685948,mysivi,Tamil,https://docs.google.com/document/d/13aC6g-tkY614_jGTfLW1uqNOBd2mnactAiNssXgugyA/edit?usp=drivesdk,https://docs.google.com/document/d/1ZdmEHSaTMlqRgjL1L4C1qCmZ9JG9wTZUQMFJoqaYKiM/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Kannada,AI robot and human podcast V2,Competitor Replication,ditto. Human and AI in a podcast. with close ups,807034821685948,mysivi,Tamil,https://docs.google.com/document/d/13aC6g-tkY614_jGTfLW1uqNOBd2mnactAiNssXgugyA/edit?usp=drivesdk,https://docs.google.com/document/d/1SzLtkqk34x4jEFpUgeGimYcM9mrNJ6VaUY9XKYdAfbg/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Telugu,AI robot and human podcast V2,Competitor Replication,ditto. Human and AI in a podcast. with close ups,807034821685948,mysivi,Tamil,https://docs.google.com/document/d/13aC6g-tkY614_jGTfLW1uqNOBd2mnactAiNssXgugyA/edit?usp=drivesdk,https://docs.google.com/document/d/1rQavzYSTZH9LUZBzBkw4Tt8jdn0z2slBdIZ6FzdKOVs/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1),block,new
Telugu,Grammar correction split screen with robot - Circle back,Competitor Replication,circle back - grammar correction,929881406663276,mysivi,Hindi,https://docs.google.com/document/d/1PW3B9KMAzNFyMenZT-abahO0Quv2s0IyNCgpFxbdHN4/edit?usp=drivesdk,https://docs.google.com/document/d/1VPPvs_oC0kGiHZ56x_t4UzWTuyJOxdYBxHhJl2sd9BE/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Kannada,Grammar correction split screen with robot - Circle back,Competitor Replication,circle back - grammar correction,929881406663276,mysivi,Hindi,https://docs.google.com/document/d/1PW3B9KMAzNFyMenZT-abahO0Quv2s0IyNCgpFxbdHN4/edit?usp=drivesdk,https://docs.google.com/document/d/1Kl3FUBX4e4EWhq71GFgkj4f1HZl6xxE6PYc9Ja3SSF4/edit?usp=drivesdk,🔴 Priority review,soften the progress claim with a hedge ('start to' / 'can') (G1.1); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Telugu,Translation with robot in train - holograph phone screen,Competitor Replication,ditto,2160250698081128,mysivi,Hindi,https://docs.google.com/document/d/1LaNMH9WoEqyuebbferwZav1A7JxNHx9a5IVXSCjGlCE/edit?usp=drivesdk,https://docs.google.com/document/d/1ASkinwJ3jpbQJk4Z_njYHu8zC_3Et6NRTX7c8NFSsxg/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Malayalam,Foreigner Interview,Competitor Replication,ditto,1770363464324959,mysivi,Hindi,https://docs.google.com/document/d/1ZQ_yqs_oGgg4IHG1FiewKXf5FkBwPYLVThqay4TSIwo/edit?usp=drivesdk,https://docs.google.com/document/d/1A0K0s2SlSEV17wHQx3xMdlHOrnimyiLHF9Wr0lm4pq8/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Malayalam,2D translation Dad and Son,Competitor Replication,ditto,1539756771201455,mysivi,Marathi,https://docs.google.com/document/d/1Gn5MmwxgYofuVK2_7oDz7AoGBfykWmjfr8xhhuFzqlo/edit?usp=drivesdk,https://docs.google.com/document/d/1r9CYSVwp_5np4pRPPL2GnVPDSHzvMwKH-wq83ZE2msA/edit?usp=drivesdk,🔴 Priority review,don't name/trash a competitor or 3rd-party platform (G2.1); price/UI overlay in the VISUAL — strip from production or confirm it's the source ad (G4.2); price/discount shown — remove the hard rupee figure or confirm it's the source visual (G6.1),block,new
Telugu,Grandma's grammar Correction with Robot in Plane,Competitor Replication,A similar in flight Grammar correction - but with an old lady (it will kinda be like a follow up to that Visa ad),1297225115212417,mysivi,Telugu,https://docs.google.com/document/d/1OX07lOF75o6nXRnL3KY8opDC5wSekttbt0GJHGzHd6c/edit?usp=drivesdk,https://docs.google.com/document/d/1mGBClmHvGf7lGnFQEQiPbHj7Rk7V2vMC1KvST6gDwzc/edit?usp=drivesdk,🟢 Standard,Auto-checks clean — routine verify.,pass,new
Malayalam,Ted Talk Excuses,Competitor Replication,"Ted talk similar to the ref. Might work for Malayalam. (The ""aahaa ohoo"" element should be there)",1863640678372921,mysivi,Hindi,https://docs.google.com/document/d/1TvyHlhykfzQMfchXt-ruU4kZquGwU9UbYQmB6suOGvQ/edit?usp=drivesdk,https://docs.google.com/document/d/1o1ViUphSCIr2dFJTS4WS9PDinj66LhrYLiZwywlLgpU/edit?usp=drivesdk,🔴 Priority review,price/UI overlay in the VISUAL — strip from production or confirm it's the source ad (G4.2),block,new
